image,mel,nv,bcc,akiec,bkl,df,vasc
ISIC_0024502,0.1874354439037268,0.05053276058535194,0.1302674398844529,0.2343410551988508,0.3641768350361312,0.03128051272586709,0.001965952665619772
ISIC_0024505,0.030788818258254982,0.38067221169954285,0.17360897730064972,0.023403650375874503,0.3144051485408031,0.06955412830998121,0.007567065514893008
ISIC_0024507,0.09976553767566455,0.6245675240651383,0.09893255448801407,0.010783491174817654,0.13949436922362923,0.005378165130743825,0.021078358241992647
ISIC_0024512,0.26772492930171454,0.4006972615060552,0.06848530687542263,0.03610425899290606,0.2176014835009634,0.006658553793592622,0.002728206029346243
ISIC_0024518,0.27106580371451583,0.47351053036350693,0.08470844644675132,0.02968196607641757,0.12307506303670344,0.007522460110068846,0.010435730252036136
ISIC_0024525,0.37514301629728086,0.14168869915306523,0.08454047046357582,0.07888695781700916,0.3072793171326938,0.003011503913959576,0.009450035222415488
ISIC_0024532,0.3482578897663102,0.15170683418699324,0.04076502831327562,0.04817308763654053,0.402369041583879,0.006961480715620334,0.0017666377973812387
ISIC_0024536,0.222714959775471,0.18928180596095473,0.1607287700832466,0.057620291227879455,0.35481205175586744,0.007430315544340711,0.007411805652240209
ISIC_0024546,0.17290401169901784,0.08380180492502783,0.05380891519466966,0.3688656620054813,0.31584143658788216,0.003271537937431058,0.0015066316504898992
ISIC_0024549,0.19060345385010677,0.26065690419494447,0.1640380998731515,0.08749171574299233,0.2504974207230145,0.02382998722642128,0.022882418389369497
ISIC_0024550,0.09750179010027384,0.6817569461949896,0.07718238235286308,0.008805406686192,0.0779057809071322,0.005755756386474066,0.051091937372074854
ISIC_0024556,0.37338838395906404,0.22518356433138406,0.058337580316886045,0.0974860441936983,0.22972162845043184,0.008689261023954356,0.007193537724581739
ISIC_0024564,0.255647738926169,0.5431336024980867,0.04004552139785696,0.01789914881959802,0.1265597728582633,0.003314582901269067,0.013399632598756732
ISIC_0024576,0.2729918997378372,0.5343997797067966,0.01773023547079585,0.022537819128954157,0.14710350388658455,0.0032050173878728403,0.002031744681158789
ISIC_0024577,0.14520643627928018,0.14156714861222522,0.03651005473526813,0.05401889591594071,0.6161159891486444,0.00594721026727849,0.0006342650413628365
ISIC_0024578,0.13558912007119703,0.5892076400521277,0.09882330681995512,0.011953702926514705,0.13762420880908793,0.009550669183159301,0.01725135213795839
ISIC_0024579,0.12452788865493394,0.24581336817837926,0.037952495334882486,0.040931871599290896,0.539588339134667,0.010302226287107814,0.0008838108107386595
ISIC_0024580,0.4384899429719456,0.25020253793440606,0.021053259570092558,0.03487055914036025,0.244919205032488,0.0046002613350450425,0.005864234015662459
ISIC_0024582,0.3283197387387116,0.28827007293405776,0.04869084252669342,0.05882101541066649,0.2574661570510636,0.0032798619859269996,0.015152311352880076
ISIC_0024586,0.24680097994958733,0.5512566740457717,0.04136950390767478,0.015262002596942091,0.12577095348336204,0.0022625783281380405,0.017277307688524455
ISIC_0024587,0.25595812790338035,0.5135483193817441,0.041409994630572475,0.017092311599828075,0.15230381753703787,0.0036161365475867735,0.016071292399850425
ISIC_0024596,0.4861471366084544,0.2842913964566523,0.012035932429200018,0.04609961478667525,0.1661226370733251,0.0016366946049891033,0.003666588040703975
ISIC_0024609,0.27743466711860226,0.4593514909518052,0.05960079841800302,0.05516499889610344,0.13288482645519284,0.0015742369709494074,0.01398898118934361
ISIC_0024613,0.354423791742675,0.4118113042194077,0.011023509152312592,0.03783877848927637,0.18087865668074432,0.0007763342086370277,0.003247625506946993
ISIC_0024617,0.30918590170700094,0.14891372193357152,0.12038895438581183,0.16788316123086194,0.24710201214465327,0.0033171953867259982,0.0032090532113744734
ISIC_0024619,0.1602667020490083,0.5456660274626919,0.09153795654290874,0.016718245999524945,0.17105996679151012,0.008283815867932474,0.006467285286423694
ISIC_0024628,0.14074682970849922,0.27370695344144386,0.17181613562697132,0.0642019101880535,0.31501655156331787,0.011130615503885695,0.023381003967828377
ISIC_0024636,0.07869637810879476,0.16485181931200657,0.10309608651888881,0.08872039792222783,0.5603613565205934,0.0028031780494807215,0.001470783568007759
ISIC_0024637,0.13727117873631803,0.2365555603380548,0.12916385011835044,0.0634145609122738,0.39866925805250664,0.026458918476125606,0.008466673366370834
ISIC_0024638,0.11364317423024335,0.1235175554541195,0.13521752902038203,0.20696071971663646,0.4016624641900565,0.014834155908765134,0.004164401479796792
ISIC_0024642,0.22675927591015566,0.3961123972972195,0.073408934509848,0.061854190575294885,0.22132901941473307,0.009960787226541881,0.010575395066206923
ISIC_0024646,0.1607210693530616,0.6608714399612048,0.027711436833213664,0.01449633240029564,0.10235155460481182,0.007814981093403946,0.02603318575400847
ISIC_0024647,0.18115694200795215,0.20559560262549487,0.03385146089397857,0.07645351351753266,0.47320508636001524,0.027307769916168033,0.002429624678858373
ISIC_0024650,0.1869076274881284,0.24520266214538775,0.03966070993265489,0.04476828750095607,0.45044664228776976,0.02987589466210852,0.003138175982994348
ISIC_0024654,0.1646858224296455,0.3443031138072496,0.05247183989273458,0.03956298297716408,0.3638101065363937,0.018549145010225726,0.01661698934658649
ISIC_0024662,0.2363749544102371,0.5430251868902295,0.010937056366779892,0.011015012837853189,0.19229795810767245,0.0051181010275401844,0.0012317303596877834
ISIC_0024665,0.19046904826810054,0.6176680816222442,0.010097463708960953,0.009146434348907972,0.16480460078935466,0.006040701863679516,0.0017736693987517125
ISIC_0024666,0.2617093617983265,0.5119750007849112,0.016292204490530662,0.012285189384979736,0.19168082668819325,0.004159847686134448,0.0018975691669242268
ISIC_0024668,0.29121016051982707,0.46757176997297206,0.023720437717432867,0.027921082442852244,0.16962650669192272,0.003964025592555263,0.015986017062438032
ISIC_0024669,0.18985309583350127,0.5994073346774084,0.024175287963189553,0.012816121842836134,0.15927689039178491,0.004400133598636395,0.010071135692643526
ISIC_0024670,0.09270747198108409,0.763473782830287,0.02001824312407274,0.0061755069994445895,0.09555194010922233,0.005037439745158382,0.01703561521073141
ISIC_0024671,0.23607847850612515,0.5253761242086159,0.04106887535040577,0.021125173831349882,0.1650892031614514,0.005915323845757105,0.005346821096294177
ISIC_0024673,0.2639555018761104,0.6022462115525385,0.004643519063625423,0.006840409675812815,0.11491785590687209,0.0023923125976810307,0.005004189327359807
ISIC_0024688,0.42382055305558053,0.40614256756637607,0.009882946526054632,0.012862860854178806,0.12479869185098452,0.0027162382148638396,0.01977614193196136
ISIC_0024692,0.1088444826202034,0.7727147749261639,0.02406493676014389,0.006408627231380757,0.06824236837786676,0.005300918014318766,0.01442389206992236
ISIC_0024698,0.24645885783914093,0.5877234047760473,0.02654524679794842,0.011998043879633597,0.11747062677005082,0.0020629480330372923,0.007740871904141533
ISIC_0024700,0.17260848094997197,0.6451839238906579,0.018529941279359273,0.013429086406801106,0.12318373247234267,0.0026258743627033455,0.024438960638163518
ISIC_0024706,0.12136023773464873,0.6810364321699891,0.041867516635574954,0.009730853619077882,0.08935906161917208,0.002668691919855988,0.0539772063016816
ISIC_0024710,0.1089424939607686,0.3476208769255928,0.054632826375973,0.05799572175310268,0.39512579603293996,0.0315866302768184,0.004095654674804882
ISIC_0024711,0.08404120789820829,0.1142339175902267,0.26540911107023607,0.29521985562495606,0.22925112804757414,0.01029604934278353,0.001548730426015247
ISIC_0024713,0.005831773111750724,0.317118138099037,0.07140705469321804,0.020911975981353807,0.5665846632769637,0.0166589607874166,0.0014874340502600114
ISIC_0024716,0.0665940463954246,0.6224757676171763,0.11216313954685223,0.053522996306630294,0.14114401095554235,0.002138977730089174,0.0019610614482842782
ISIC_0024719,0.05417474573059864,0.29017611489948086,0.13111779772308257,0.024647013084442775,0.4262290958923167,0.06431507175283424,0.009340160917244303
ISIC_0024724,0.11761854930153073,0.7245728307653667,0.040093192422531274,0.02037093299736061,0.07371596960018381,0.0023707604917063223,0.021257764421320414
ISIC_0024734,0.30805178430306707,0.4399203780646025,0.03851032489258474,0.057686134976792015,0.10528712424436562,0.0015229703919898802,0.04902128312659807
ISIC_0024745,0.5965323426855812,0.18904026678627606,0.022579137254748246,0.03965348099641006,0.1427540256933058,0.0014085130332282137,0.008032233550450551
ISIC_0024753,0.24781037237984896,0.23569843273708707,0.09762558940763619,0.15031481384523762,0.24231988856208045,0.00475474887285827,0.02147615419525152
ISIC_0024759,0.11567520268512083,0.3470624287324025,0.13782532186809338,0.045445492939035166,0.2977159347337381,0.04597404956071841,0.010301569480891714
ISIC_0024771,0.24481155239201816,0.20753940123083012,0.09817530867522364,0.1694214482554347,0.27294587199749304,0.002076923370104433,0.005029494078896302
ISIC_0024774,0.02560943122643194,0.05472812204410475,0.3911872529630659,0.3782654566677631,0.13959618644240407,0.004076201951800187,0.006537348704430005
ISIC_0024778,0.07989216571216565,0.07476052436761178,0.05012268754261506,0.2055673475564886,0.5789517819768524,0.00988836080010738,0.0008171320441590874
ISIC_0024779,0.3462055482022042,0.2618445039065856,0.03338905619318692,0.06739812163135742,0.28353071619979253,0.004771081279663347,0.0028609725872099706
ISIC_0024781,0.08997604775625116,0.6976216161387393,0.026347185951349238,0.031585588843613295,0.14517136180020895,0.0020749608704132704,0.0072232386394248576
ISIC_0024782,0.23230249795299324,0.14553688843551515,0.12777500124354127,0.17117247251423642,0.30077450280412804,0.010979242666612822,0.011459394382972882
ISIC_0024784,0.33839637192220784,0.11832845664420817,0.025277743589333237,0.18546327579857358,0.329193848237291,0.0025454904307126874,0.0007948133776734748
ISIC_0024788,0.14927263782572475,0.0748639509409755,0.05508470719907647,0.12348453248233093,0.5882404858573114,0.008182388593327863,0.0008712971012533397
ISIC_0024792,0.20236899683108928,0.10787591877712929,0.06366431198884563,0.329424178728295,0.29263160468939947,0.0021591831386340342,0.001875805846607293
ISIC_0024794,0.12001579154136247,0.15122880494670976,0.11012897701713638,0.297397232330603,0.3108097007148046,0.0077197814824128755,0.0026997119669704183
ISIC_0024797,0.33277306307637555,0.34814600618707453,0.03489485002664957,0.05523789042938298,0.22178368476638288,0.0035695236241211547,0.003594981890013303
ISIC_0024802,0.22045232776760992,0.3673010334245312,0.07227041385757547,0.06981532682496622,0.25417598460503793,0.013266969012799674,0.0027179445074793306
ISIC_0024806,0.1666205418417573,0.1534668639623318,0.06271771059013756,0.16765273010276807,0.43093681759121105,0.017522762660954913,0.0010825732508393485
ISIC_0024808,0.07233334167680942,0.3899448217213454,0.17707414764998614,0.09039788304774353,0.2554604556605513,0.006484992532777487,0.008304357710786556
ISIC_0024809,0.17040445676308374,0.20017807101297672,0.259330882422617,0.09793700162381584,0.25031509632655885,0.009585159943048292,0.012249331907899438
ISIC_0024814,0.13762200974510516,0.2558605471402721,0.07498000418383381,0.05960227270711519,0.4573226753129346,0.012436933957279343,0.0021755569534599385
ISIC_0024817,0.1369631793215706,0.4944314405964009,0.06020961258540172,0.038254542363240766,0.24656613678785874,0.005841476096911863,0.017733612248615287
ISIC_0024821,0.11963985811284791,0.5494875427029215,0.03955214618590659,0.022307388557524333,0.25353287505294647,0.012117251404276113,0.0033629379835771697
ISIC_0024822,0.3762507345579372,0.3130348761519039,0.029288285626152603,0.11837548351010695,0.13949606218990382,0.0011659075330910113,0.022388650430904492
ISIC_0024831,0.10006920511426153,0.7184621981414004,0.018970159489891867,0.010074937672153152,0.12938117304357044,0.017742984036082203,0.005299342502640382
ISIC_0024832,0.2325339317926722,0.12763988590757647,0.09013752368275187,0.14207484473261578,0.37974198188863356,0.008586569438679343,0.019285262557071275
ISIC_0024837,0.028804092460859226,0.05344944479279664,0.5459625823501802,0.10633178409459082,0.21634779491113504,0.04006750011039391,0.00903680128004417
ISIC_0024839,0.23043922162185548,0.3902826060989229,0.04117291444642462,0.036059256438033836,0.2834544756131877,0.013323332471921847,0.005268193309653141
ISIC_0024841,0.06083955633548093,0.3706876667622713,0.05337377637451167,0.07606809082320848,0.4266739680835747,0.010018761243236448,0.00233818037771689
ISIC_0024847,0.05568332049106713,0.1785835424298044,0.11275092441897105,0.09242023841322625,0.5346422425237497,0.02343550740426361,0.002484224318917871
ISIC_0024857,0.02128868257629512,0.3174556141063093,0.4924664233360465,0.09759057220811158,0.058743409618668134,0.007556518563469561,0.0048987795910994236
ISIC_0024858,0.04410414884132278,0.15898764979291274,0.15006357062297557,0.1948127161000238,0.43747248639805375,0.011031105885235634,0.003528322359475436
ISIC_0024860,0.03821832101254547,0.034842943869185614,0.2792520411979337,0.21270622207086626,0.40350803426739246,0.03060482287557036,0.0008676147065062412
ISIC_0024861,0.1002337691573273,0.08713065669984124,0.17849025088151657,0.20145891717493367,0.4147082755679042,0.016648681829489927,0.001329448688987346
ISIC_0024862,0.03940203265045228,0.044821196922195196,0.158084120081284,0.11313240795471462,0.6227582533131875,0.01890863537915897,0.0028933536990075163
ISIC_0024866,0.21462571177444842,0.378499582461345,0.060184701902652855,0.022326490323694704,0.2989069999868759,0.014822368857484855,0.01063414469349763
ISIC_0024881,0.05096057501344401,0.4720899230105347,0.09967603587771255,0.05279547670910651,0.2965723038673309,0.02464863680253363,0.0032570487193376027
ISIC_0024884,0.09018437907502891,0.570489994516229,0.06792266949573517,0.01464430940447485,0.23695439847643215,0.012985209159166355,0.006819039872933269
ISIC_0024889,0.09702283911983056,0.17012098220375307,0.17068463353010907,0.18860790253630788,0.3131128102469455,0.05538707440568665,0.005063757957367469
ISIC_0024892,0.03367577713923893,0.06235687228347531,0.3302387008910142,0.20886054300438056,0.34486622671456113,0.016832238506111583,0.003169641461217837
ISIC_0024899,0.5226951314252041,0.14464989766385464,0.027943629346261906,0.030060516642168876,0.2695682917540619,0.0027246899858432098,0.0023578431826050935
ISIC_0024900,0.15427707777872532,0.4825427177156947,0.01809558818174313,0.030684478430976332,0.29339753437471233,0.013697653275885948,0.007304950242262439
ISIC_0024915,0.19222864496789085,0.5950723316844142,0.023599647914606593,0.013201769916382524,0.1603774363896124,0.0043490166328595545,0.011171152494233894
ISIC_0024920,0.20704910911180532,0.41207301476184216,0.037757625678587925,0.04043638355437833,0.28613023289269707,0.014676792818708106,0.0018768411819811304
ISIC_0024922,0.06917390648975899,0.09899004292594418,0.31014297531166496,0.28688737393110547,0.22025224137421212,0.012039279929720448,0.0025141800375936864
ISIC_0024933,0.06827953592479667,0.058170915333537104,0.40027642662687113,0.15775006795393215,0.28611365864522637,0.01530912180497486,0.014100273710661686
ISIC_0024947,0.0788104733479447,0.4924166715588279,0.006005474626617672,0.025834327780513505,0.39421880046073404,0.0011488927936496006,0.001565359431712261
ISIC_0024951,0.15297004417279345,0.6672910180462969,0.02239006431354057,0.015815854195269784,0.11697423166709811,0.008792021948471949,0.015766765656529243
ISIC_0024952,0.09727617826536043,0.21597267886606755,0.16633670202377432,0.18278695036630122,0.3246813939020294,0.008415409034827445,0.004530687541639583
ISIC_0024959,0.5277317028663421,0.20511666196498868,0.021717736094841626,0.030103843294141824,0.21108919540619064,0.001053477076899286,0.003187383296595627
ISIC_0024960,0.016475860032320884,0.08042795225345269,0.3601521570094179,0.3387929908650497,0.16876932308428558,0.033560334075890735,0.0018213826795828165
ISIC_0024961,0.03864955228564655,0.11852166208128216,0.24387041965032732,0.10136425424610623,0.4541193295761486,0.04054138168843007,0.0029334004720593236
ISIC_0024966,0.08838694621537681,0.6919932051081836,0.12181914101834261,0.013044596774648321,0.05619586701460584,0.003171721673504923,0.02538852219533784
ISIC_0024968,0.054733618662361073,0.2500089538162343,0.040198557425740085,0.034006349978859374,0.5776327397809488,0.04284459757133784,0.0005751827645187222
ISIC_0024974,0.05052366593075409,0.6502816844781719,0.21398353942357534,0.021398759902204835,0.04587627596826895,0.002916497741825633,0.015019576555199218
ISIC_0024975,0.04445108097006687,0.6131453805673226,0.11855647203234516,0.01465999243532807,0.19345618288291544,0.0070775758216936845,0.008653315290328456
ISIC_0024983,0.05924784109929931,0.4980611228975101,0.10663197370662142,0.02473729473341372,0.3021925493709899,0.006620557042772598,0.0025086611493928316
ISIC_0024984,0.10337640706035893,0.2017561815857658,0.19511583144640687,0.17253005439043287,0.32014371913143136,0.003289761316637259,0.0037880450689673248
ISIC_0024986,0.016929058049764488,0.8654479885074333,0.00868240404705991,0.011261434763463926,0.0954202798342172,0.0010375076967335506,0.0012213271013275563
ISIC_0024992,0.19135482162409945,0.3498069774224261,0.10256270319166558,0.040523438277236076,0.2752273506139101,0.035852826560069835,0.004671882310593195
ISIC_0025005,0.09319792577645784,0.5598359366399676,0.014366070745263167,0.014885225323016659,0.31654675211495154,0.0007864403319780368,0.00038164906836504693
ISIC_0025006,0.26190756219780453,0.22172983621033063,0.06456379715179356,0.0721307104646462,0.36676310645502136,0.0021326969487787304,0.010772290571625287
ISIC_0025009,0.38400499216166595,0.2539263924197164,0.041709123884254025,0.04916683097576917,0.2603111273790483,0.005626430283414135,0.005255102896132221
ISIC_0025018,0.04765766974413096,0.5058161718214775,0.09909789647968574,0.07144610954478503,0.26158173236643595,0.002633280599098633,0.011767139444386263
ISIC_0025019,0.29715453503686595,0.4454270409534336,0.02447312216518755,0.03138755654072302,0.1946304736754896,0.003771932560826701,0.0031553390674736942
ISIC_0025020,0.2364508704274274,0.5693130678025873,0.02240852803757964,0.02058840268509242,0.141273321681288,0.002471194947835266,0.00749461441819016
ISIC_0025027,0.10478413470878323,0.10087319530694613,0.21678469020398022,0.4141847668663393,0.14250482144718932,0.011890329058643108,0.008978062408118834
ISIC_0025029,0.1747910717530503,0.30160386806421136,0.11927757633894821,0.1722341976988317,0.21114470936652383,0.015290144724843246,0.005658432053591776
ISIC_0025030,0.19891948288331696,0.2923440994317095,0.027639586855052318,0.13656550464866943,0.33962802800594694,0.003937335735617716,0.0009659624396873413
ISIC_0025032,0.2535910361052494,0.2657357979001483,0.03711053406245463,0.14078372822583718,0.2973504051858153,0.0043183331681363665,0.0011101653523583335
ISIC_0025036,0.04054107718497328,0.23232501033212433,0.41278524674136985,0.05781638556070776,0.18519210460567825,0.005364253061615838,0.06597592251353109
ISIC_0025037,0.03504928477966466,0.20537362737242482,0.43280122098473967,0.0609646235200839,0.20224432766498834,0.005566198532436981,0.05800071714566126
ISIC_0025039,0.025624433229244185,0.37615012318819513,0.3911799229918232,0.06209806396016858,0.09971197004775322,0.011552357481232761,0.03368312910158266
ISIC_0025043,0.04646548179842213,0.6990238883364767,0.07558364106579403,0.0035206115938214086,0.1607857629723848,0.002057348085453263,0.01256326614764774
ISIC_0025044,0.17880002227853622,0.5720597421254633,0.008783375531080976,0.011412335558452306,0.21783497532742702,0.009705770812286603,0.0014037783667535484
ISIC_0025046,0.1608183969010049,0.31298259559869746,0.05426191988370281,0.05414553767420997,0.40101288786382877,0.006600145459459263,0.010178516619096738
ISIC_0025054,0.25875611777026075,0.24548387742746297,0.057961939148781186,0.10202937148739674,0.32470201101422685,0.005522986745051116,0.005543696406820354
ISIC_0025056,0.15226179146781252,0.38492726552866086,0.03959068718326163,0.02556002875810554,0.3796792025018047,0.015385609824914694,0.0025954147354394544
ISIC_0025060,0.01649353699125931,0.01980750491573287,0.2921564829893671,0.573387905280337,0.07355501638561053,0.0165591859469935,0.008040367490699673
ISIC_0025063,0.032350515460117975,0.08998508286050291,0.5498096278399255,0.14001399646259396,0.16811481283675775,0.008264018657376178,0.011461945882725347
ISIC_0025068,0.05855186238602206,0.3690165406310007,0.09671054507264314,0.04927553183574973,0.3921650502702654,0.032903560078272796,0.00137690972604594
ISIC_0025078,0.14352439652859708,0.30107719647334985,0.13829022667433108,0.09201169481931952,0.3124503286548646,0.004158160884087263,0.008487995965450504
ISIC_0025085,0.1992162043597078,0.18775101847990766,0.18658390181458764,0.062030358606647885,0.3513302059379357,0.008413389269437693,0.004674921531775438
ISIC_0025099,0.08260213988817354,0.45163858422089803,0.22214857167400645,0.028486309561699792,0.15487146590932868,0.03276887918890156,0.027484049556991824
ISIC_0025100,0.07178492993469932,0.3620203718300224,0.16644349848980722,0.07473524415980985,0.29933976568839626,0.022844499940228667,0.0028316899570360278
ISIC_0025111,0.1275378896269755,0.48393420467626486,0.10380925196823668,0.032191958830083245,0.22493965999712856,0.01405515638274862,0.013531878518562752
ISIC_0025114,0.06714437159408491,0.09929119886331167,0.22449210706288,0.34722274582765156,0.24948545053620477,0.006137015179429301,0.006227110936437655
ISIC_0025115,0.09181784161299579,0.14088918623185986,0.3538752850193872,0.06140296529099149,0.24318016994609615,0.09463036095865762,0.014204190940011937
ISIC_0025122,0.06551123833014512,0.0598684486862455,0.3256087375364317,0.15297011734024324,0.3567507233280636,0.023844272538745107,0.015446462240125821
ISIC_0025125,0.1635704988777912,0.24302881586281908,0.16998606640199726,0.13420028477225027,0.2367196417746894,0.04703858617812813,0.005456106132324712
ISIC_0025127,0.08487219126374206,0.6624843533689365,0.061225505681311666,0.03764855969713803,0.12860702721533618,0.017441170519785797,0.007721192253750189
ISIC_0025132,0.03104891125981438,0.21195639670539632,0.301719714380586,0.05605333433694618,0.332956809202547,0.054199486209170346,0.012065347905539587
ISIC_0025143,0.06574218541748944,0.3873205993732603,0.1538585537979761,0.054438471357692766,0.2912422945985563,0.04209757035706226,0.005300325097962711
ISIC_0025146,0.15082495796240158,0.3828383815273027,0.057461301563655295,0.10546473112631127,0.29601977041609234,0.004965609055659025,0.002425248348577506
ISIC_0025148,0.0864256352188703,0.5965263237865484,0.06801881763192859,0.026647002215044357,0.19074167628549693,0.02878835788065778,0.0028521869814533613
ISIC_0025157,0.05491542062984293,0.23248157972696068,0.16840097117009442,0.0466802957433016,0.4507385151161576,0.03287006006924606,0.013913157544396438
ISIC_0025160,0.0672711158642589,0.5670031815156078,0.18305144625465852,0.03216250441385322,0.11507220609901625,0.009961251605635886,0.025478294246969308
ISIC_0025168,0.3158165126624823,0.315208472017919,0.061309821242886274,0.04983923641964534,0.2409568347170524,0.005120588874692227,0.01174853406532219
ISIC_0025169,0.19623680865228266,0.45695792461296164,0.09684804459426291,0.06584658938833117,0.16427705203141604,0.002570649713347392,0.017262931007397942
